# ----------------------------------------
# Landing page: Landing page
# Account: Harpar Grace International
# Property: Revitalash GA4 (LIVE)
# ----------------------------------------
# 
# All Users
# Start date: 20240330
# End date: 20250330
Landing page,Session default channel group,Sessions,Active users,New users,Average engagement time per session,Key events,Total revenue,Session key event rate
/77879836963/orders/9e409fc1272c499036dcda9600cf3dfb,Direct,2,2,2,6,0,0,0
/77879836963/orders/9e5371ed11d42e0c4afaefd4cc812eb5,Direct,2,1,1,13.5,0,0,0
/77879836963/orders/9e64fec2cea808b05e031b96d7eb17af,Direct,2,1,0,6.5,0,0,0
/77879836963/orders/9eff058a85fc3e80c6e66b42a2988c95,Direct,2,0,0,0,0,0,0
/77879836963/orders/9f1c32d843ebca2d63819991018f5015,Direct,2,2,2,1.5,0,0,0
/77879836963/orders/9f2bb2a6581906c4eb232d178a579dc1,Direct,2,1,0,19,0,0,0
/77879836963/orders/9f61fafb819148b9dd0f627a9981e1d2,Organic Search,2,1,0,1,0,0,0
/77879836963/orders/9f6f76e5b903beaa094e3e2bf9741384,Direct,2,2,2,19.5,0,0,0
/77879836963/orders/9f87a6b60422e8992b07b1ade1a921c6,Direct,2,1,0,2.5,0,0,0
/77879836963/orders/9fb269a565ecc4857d7d08600c3007ce,Paid Search,2,1,0,0,0,0,0
/77879836963/orders/9fd66c59d578100a08145f8b63b76be0,Direct,2,1,1,19,0,0,0
/77879836963/orders/a0231ada67506ad468c148a2e3515316,Direct,2,1,1,0,0,0,0
/77879836963/orders/a06e73071c8906fa098323a282de825e,Direct,2,1,1,2,0,0,0
/77879836963/orders/a06fbf8a5102519a3d019821cd57a4f1,Direct,2,1,0,5,0,0,0
/77879836963/orders/a0a890a77ab289d72624b226f7b5951a,Direct,2,2,2,4.5,0,0,0
/77879836963/orders/a0c92276f5df774d1d45cc41a0d3ad81,Direct,2,2,2,0,0,0,0
/77879836963/orders/a1159efeeddc796f56259baffaaee108,Direct,2,0,0,0,0,0,0
/77879836963/orders/a145da6b4cae69f954486cc50a06b56f,Referral,2,1,0,0,0,0,0
/77879836963/orders/a14c69cdd359a5a88c00e32f156a85b4,Paid Search,2,1,0,0,0,0,0
/77879836963/orders/a16ce541ae82a3e251bdbe40c81d07b7,Direct,2,2,2,0,0,0,0
/77879836963/orders/a1a6be54403ced08c2963c608303cc56,Paid Search,2,1,0,0.5,0,0,0
/77879836963/orders/a1c682ad14a7d0db51389cb78182abca,Direct,2,0,0,0,0,0,0
/77879836963/orders/a22027c59f2cfa85109ed925df7413a3,Referral,2,0,0,0,0,0,0
/77879836963/orders/a24f9616ce9ad26418bc0408f1ba8064,Direct,2,1,0,0.5,0,0,0
/77879836963/orders/a2b00b7be0cf27a8b30b0a94c2976daf,Organic Search,2,1,0,177.5,1,109,0.5
/77879836963/orders/a3283915beb12a65601c4e875f498d57,Direct,2,2,2,5,0,0,0
/77879836963/orders/a343775db8cd4f45043a636af3132f30,Paid Search,2,1,0,0.5,0,0,0
/77879836963/orders/a37b49e95c2bc09e4ebc4b8ae2baec4d,Direct,2,1,1,5.5,0,0,0
/77879836963/orders/a37b9d6f47aa7bdd1f98226342082cba,Organic Search,2,1,0,0,0,0,0
/77879836963/orders/a39148ddd4e7a724f6657248b09a6981,Email,2,1,0,1.5,0,0,0
/77879836963/orders/a3a7d8e4863e22b9531cd77a8a444e99,Organic Search,2,1,0,0,0,0,0
/77879836963/orders/a3b67efd7801b441bed7de0279540a3d,Organic Search,2,1,0,12,0,0,0
/77879836963/orders/a3c4e021a9f3f0899cf66d0a4ab98589,Cross-network,2,1,0,16,0,0,0
/77879836963/orders/a41b9c8585baa92571b69ac763351a61,Direct,2,1,0,0,0,0,0
/77879836963/orders/a46bb1ffbb7017bcb9342ed231c879b6,Direct,2,2,2,0,0,0,0
/77879836963/orders/a4830102277b045fcdec281a5abf8eea,Direct,2,1,0,92,0,0,0
/77879836963/orders/a4fb13da0cc558cdc6c8782e008b4e05,Direct,2,1,1,21,0,0,0
/77879836963/orders/a540f6d5069a382b26daa78d849506c6,Referral,2,1,0,5,0,0,0
/77879836963/orders/a5510656c9a6e76bfe761004f45eace8,Direct,2,0,0,0,0,0,0
/77879836963/orders/a552b54c3fff4da07a06a952d3715b31,Direct,2,2,2,0,0,0,0
/77879836963/orders/a5833852aa9ceea0a44e4d3dc1185850,Paid Search,2,1,0,0,0,0,0
/77879836963/orders/a58e09cdf677f580f745da6b854ea777,Direct,2,1,0,0,0,0,0
/77879836963/orders/a59aa687e427cccbd45d148d97cd0366,Direct,2,2,2,29,0,0,0
/77879836963/orders/a5bec6c5ae0bc325105f0947b25bfa74,Direct,2,1,1,0,0,0,0
/77879836963/orders/a60e4f1a7965ac0f948dad1ada932d9f,Organic Search,2,1,0,0,0,0,0
/77879836963/orders/a661fa3a9e67fd1edcb05890e41cf60a,Organic Search,2,1,0,2,0,0,0
/77879836963/orders/a66ef0cbbbb1eda7c0d3b148b8709146,Paid Shopping,2,1,0,0,0,0,0
/77879836963/orders/a6d206920b4d77abc575b0aff82b9833,Paid Search,2,1,0,11.5,0,0,0
/77879836963/orders/a6df0e596d17e195dbffa7b37f624ed9,Direct,2,1,1,5,0,0,0
/77879836963/orders/a6f06376144eb559c45c2a43bcf65ddc,Paid Search,2,0,0,0,0,0,0
/77879836963/orders/a70cbc95ec9575a5f1f3bfdda84682d8,Direct,2,1,0,10.5,0,0,0
/77879836963/orders/a744b0d62f011bd3d85b32e64d075dda,Direct,2,2,2,0,0,0,0
/77879836963/orders/a79b3d5a136b569b4922c10be74e088b,Paid Search,2,1,0,7.5,0,0,0
/77879836963/orders/a7ce019e67599051e4330b26fa94721e,Direct,2,1,0,18,0,0,0
/77879836963/orders/a7d1a55a2ccdb03e9c5aa9c160e23139,Direct,2,2,2,1,0,0,0
/77879836963/orders/a7e8f044d0f6e626a09242d69294d5ae,Organic Search,2,1,0,0,0,0,0
/77879836963/orders/a8226be4a318d2a057befbeffef8c5f2,Direct,2,0,0,0,0,0,0
/77879836963/orders/a848236112472b13ba63a907ec9ee1c4,Direct,2,1,1,5,0,0,0
/77879836963/orders/a8deb9aa8e4680ab68f6c9743db23e24,Direct,2,1,1,0.5,0,0,0
/77879836963/orders/a92bab173ffb7ce83318eb4f09a22611,Direct,2,2,1,3.5,0,0,0
/77879836963/orders/a95e1ebc79584ccac216b1e6ef1bc924,Direct,2,1,1,2.5,0,0,0
/77879836963/orders/a96b3418a123a2f4c5275c9b81b3a71d,Direct,2,2,2,5,0,0,0
/77879836963/orders/a9f1956ed7dd41ac147cdc2fb851d6e9,Direct,2,1,1,3,0,0,0
/77879836963/orders/a9fb93635e56fcc9e3e468eab152757b,Direct,2,2,2,0,0,0,0
/77879836963/orders/aa2f460f61e63b48a20909df12f18d80,Paid Search,2,1,0,36,0,0,0
/77879836963/orders/aa763304ea6ae9b8a9f2a23903ac940a,Direct,2,2,2,14.5,0,0,0
/77879836963/orders/aa77beb7af744b0e6d7e5b6ae9178f42,Direct,2,1,1,37.5,0,0,0
/77879836963/orders/aa9112a6c0c9ade4fd937e465aa51e01,Referral,2,1,0,3,0,0,0
/77879836963/orders/aad0dbb15de661f804e023eaa50e5ac1,Paid Shopping,2,1,0,1.5,0,0,0
/77879836963/orders/aaefee410504a706bb1faea7fbc4930d,Direct,2,1,0,0,0,0,0
/77879836963/orders/ab007301fc20da186c6bc7d3909ad208,Direct,2,1,1,29.5,0,0,0
/77879836963/orders/ab753f4150d737e522ad93cad3c1025b,Direct,2,2,2,0,0,0,0
/77879836963/orders/abb5e81df891bf1dc656e3bd6ac012a8,Direct,2,1,0,1.5,0,0,0
/77879836963/orders/abd29ba6cf39bd7fd8626cc1c2980988,Organic Search,2,1,0,0,0,0,0
/77879836963/orders/abd9cfaf2914d35af9599f4cd250a4f9,Direct,2,1,0,0,0,0,0
/77879836963/orders/abf94e4f4b55a31e11449397ca8f03b4,Direct,2,1,0,0,0,0,0
/77879836963/orders/ac328b15ab1426246aad10deba5f5e3e,Direct,2,1,1,0,0,0,0
/77879836963/orders/ac7da65f2b2fb3da4c3c9b20f378f5dc,Direct,2,1,1,0.5,0,0,0
/77879836963/orders/ac953105a7990dc63254e157d393d48f,Organic Search,2,0,0,0,0,0,0
/77879836963/orders/acdea370ca56bea2768447b5ed699557,Direct,2,1,1,1,0,0,0
/77879836963/orders/ad0c9c4643f3fe842c25df9a9dc7fb9b,Organic Search,2,1,0,11,0,0,0
/77879836963/orders/ad494429f3975ea0007b0d479fa8c778,Referral,2,2,0,6,0,0,0
/77879836963/orders/ad58fffe138904b44908b21269736a64,Direct,2,1,1,0,0,0,0
/77879836963/orders/ad5d0dbc0a67c2c2bc22dff6e49b5daf,Paid Search,2,1,0,0,0,0,0
/77879836963/orders/ad62eb3298f79ce393cc42a7e1ed90df,Direct,2,1,0,10,0,0,0
/77879836963/orders/ad8cdffb23bcc542973050a2f48a8367,Direct,2,1,1,0,0,0,0
/77879836963/orders/ada10bf5b144b48c22b85cc7fcdbc700,Direct,2,2,2,9.5,0,0,0
/77879836963/orders/adc9b048d8ad313b669a66273f7a07b2,Referral,2,0,0,0,0,0,0
/77879836963/orders/ae7ef734cfc5531eb52484b7cf61df5f,Email,2,1,1,0,0,0,0
/77879836963/orders/aeda5de9e203dca49aa60cd744aa1f9c,Organic Search,2,1,0,41,0,0,0
/77879836963/orders/af1fab2442af6f5969694552ae25fbc2,Direct,2,2,2,0,0,0,0
/77879836963/orders/af2b0b9d40fb4464aabc2c4a92e8bb41,Direct,2,0,0,0,0,0,0
/77879836963/orders/af5189c5920a90bf6780f13377202144,Direct,2,1,0,0,0,0,0
/77879836963/orders/af741eaf74ab6fe67450fba597d65c53,Paid Search,2,1,0,100.5,0,0,0
/77879836963/orders/afafa1e7275172316ed9dffe44c46c91,Organic Search,2,1,0,48,0,0,0
/77879836963/orders/afcd87b63462cd846295935642f546fa,Organic Search,2,1,0,10,0,0,0
/77879836963/orders/b00d39eb087d61f650d2eb5d242e15f8,Direct,2,2,2,5.5,0,0,0
/77879836963/orders/b02482d1712f68b7b703aee90db6a60e,Paid Search,2,0,0,0,0,0,0
/77879836963/orders/b0414d8bba20f070418ed6954769d6e4,Direct,2,0,0,0,0,0,0
/77879836963/orders/b086ba007c68b1cf427267cf3ec38889,Direct,2,1,1,5,0,0,0
/77879836963/orders/b086ba007c68b1cf427267cf3ec38889,Paid Search,2,1,0,0,0,0,0
/77879836963/orders/b0870061e47763ecef9e45e5ae6b3a33,Referral,2,1,0,4,0,0,0
/77879836963/orders/b13dab54d69bffbad609864fc9f1d93b,Direct,2,1,1,14.5,0,0,0
/77879836963/orders/b146703d5f42495863f266a1215e2eb2,Direct,2,1,0,0,0,0,0
/77879836963/orders/b14c84ad1ae1897e93137b2f3817a198,Referral,2,1,0,3.5,0,0,0
/77879836963/orders/b1577a40dc2d02c51051fce26d951213,Direct,2,1,1,3.5,0,0,0
/77879836963/orders/b1a1cf0d664ec4f654dc790fce8b8636,Paid Shopping,2,1,0,0,0,0,0
/77879836963/orders/b1a4e4d5eb400de2fb3fcdf176a43cf6,Direct,2,1,0,4,0,0,0
/77879836963/orders/b1c84335c200aef6c850867f61c29575,Direct,2,1,0,0,0,0,0
/77879836963/orders/b1ebd07e02b2cceba7587553df4b3f95,Organic Search,2,1,0,0,0,0,0
/77879836963/orders/b202679c59d12e1724ca0406bdb959f1,Referral,2,1,0,0,0,0,0
/77879836963/orders/b239ed72a3f79ba7f9ce5a40c319edd8,Paid Search,2,1,0,0,0,0,0
/77879836963/orders/b2676c4e34584aae988325832edd2c83,Organic Search,2,1,0,0,0,0,0
/77879836963/orders/b279aea1b650faba688a67c20f927cdf,Paid Search,2,1,0,3.5,0,0,0
/77879836963/orders/b2a3ffc91772dce54d5f0a08f295fde8,Organic Search,2,1,0,19.5,0,0,0
/77879836963/orders/b2c2c0807ebfa6b84d3bc219d648acf1,Paid Shopping,2,1,0,0,0,0,0
/77879836963/orders/b3152bdcd10b0ea13d880d8f30286279,Direct,2,2,2,0,0,0,0
/77879836963/orders/b330f455d14622b5063ddf75fdf87fbc,Direct,2,1,0,2,0,0,0
/77879836963/orders/b333681067ad4499f651b7c786612df4,Paid Search,2,1,0,3.5,0,0,0
/77879836963/orders/b3527c431be2ab9657abcda3419466af,Direct,2,1,1,4,0,0,0
/77879836963/orders/b39fb9cdfe4dce6a8a41cfdd9585e491,Direct,2,1,1,0,0,0,0
/77879836963/orders/b44ee1bebe2572ff7a82f80f52412eff,Paid Search,2,1,0,0.5,0,0,0
/77879836963/orders/b478535e553eba40df041eb2a20edd70,Direct,2,2,2,3,0,0,0
/77879836963/orders/b480e1a2ddd57a60950051f3f9c5fbba,Direct,2,2,1,0,0,0,0
/77879836963/orders/b49ccde5a3a761721111a63e1ded7b53,Organic Search,2,1,0,577,0,0,0
/77879836963/orders/b4c13a6fb8d73b69b0f4f5074c9cf067,Direct,2,1,1,0,0,0,0
/77879836963/orders/b4cc58bc0c068727fbd965f4d5fe9bde,Direct,2,1,0,3,0,0,0
/77879836963/orders/b4d0798d9f8bf032e7a0d529fbbbfa0a,Direct,2,2,2,3,0,0,0
/77879836963/orders/b4ef363b8e50efe7a7c5f991de224d2c,Paid Search,2,1,0,0,0,0,0
/77879836963/orders/b520ee45eb6e2dba188668df29d1d058,Organic Search,2,1,0,0,0,0,0
/77879836963/orders/b529a47e45feef016dbf452a60c0a3d2,Direct,2,1,0,0,0,0,0
/77879836963/orders/b540fc6e44fde7c1f3d90b3f56cc56ee,Paid Search,2,0,0,0,0,0,0
/77879836963/orders/b59a597af293b5fe7a2b97bdc9db2a25,Direct,2,1,1,0.5,0,0,0
/77879836963/orders/b622d341ccb03a2b749a052bd68cd8f4,Paid Search,2,1,0,0,0,0,0
/77879836963/orders/b63b27a9b3ef9c32f510306fd777b3a5,Direct,2,1,0,0,0,0,0
/77879836963/orders/b667eaf1209cc174e1de4b73f828be94,Direct,2,2,2,5.5,0,0,0
/77879836963/orders/b6949b8716d8b18b5c9c5aee929da0f8,Direct,2,1,1,10,0,0,0
/77879836963/orders/b6a0063ec5682a75b16c2d05d931d54f,Direct,2,1,0,11.5,0,0,0
/77879836963/orders/b6dd2934ca7b536e35ac5a8aa52dd894,Cross-network,2,1,0,3.5,0,0,0
/77879836963/orders/b6e199b76fe0c507b3a3d90ead2b7b71,Paid Shopping,2,1,0,0,0,0,0
/77879836963/orders/b73893a7c6becb5dbbeee7bb1b948a1c,Organic Search,2,1,0,0.5,0,0,0
/77879836963/orders/b7831d6c5e3daf743e3bddf74d939f99,Direct,2,1,0,2,0,0,0
/77879836963/orders/b81b0a3490da58122005c8e0754b5589,Paid Search,2,1,0,0,0,0,0
/77879836963/orders/b850fddf5e617c9111f725ea3922f543,Direct,2,1,1,2.5,0,0,0
/77879836963/orders/b859c3ddd6fe10f5d4f0a7531e318d85,Organic Search,2,1,0,0,0,0,0
/77879836963/orders/b89df32e219737413ec856bc28105b5a,Direct,2,1,1,13.5,0,0,0
/77879836963/orders/b8d534b6924a841ee203e4d75fef8f9d,Direct,2,0,0,0,0,0,0
/77879836963/orders/b90b481851f60a6281be4aeac279b346,Direct,2,1,0,5.5,0,0,0
/77879836963/orders/b955fba630853bdc32d0d5a5aff7ecbf,Direct,2,1,1,0,0,0,0
/77879836963/orders/b9fa6b0e1c28a074056c31432453b153,Direct,2,2,2,0,0,0,0
/77879836963/orders/ba1bc3fe5ddd0d9504d9c3c493e7a480,Referral,2,1,0,0,0,0,0
/77879836963/orders/ba3305329634a5cd1f96ef5de9464daa,Direct,2,1,1,14,0,0,0
/77879836963/orders/ba33ca9c83b5dc6595ae35ffa7947986,Cross-network,2,1,0,0,0,0,0
/77879836963/orders/ba3dd4d09cea51c69a5d1b38a2a9a347,Direct,2,1,1,0,0,0,0
/77879836963/orders/ba4ffaa4ca50e104a7ed44143cbd2dc8,Organic Search,2,1,0,4,0,0,0
/77879836963/orders/ba71813f6b118e5649b5a22b30ebef92,Direct,2,0,0,0,0,0,0
/77879836963/orders/bae1a2c23ef1bf65cd81420d08281218,Referral,2,1,0,1,0,0,0
/77879836963/orders/bb10846e1409c0e03320196936b666bf,Cross-network,2,1,0,0.5,0,0,0
/77879836963/orders/bb1ded2d499cee9be91ccddf95ff75e7,Email,2,1,0,12.5,0,0,0
/77879836963/orders/bb2270287c57ddd93e9338df05a5dc97,Organic Search,2,2,2,0,0,0,0
/77879836963/orders/bb7048634aaa320733db23c657179790,Direct,2,0,0,0,0,0,0
/77879836963/orders/bb72015b93ae2ddbd159d3fc8fa7d9c0,Direct,2,0,0,0,0,0,0
/77879836963/orders/bb938fe5ac9b8f499a86480cc8062bc4,Organic Search,2,1,0,3,0,0,0
/77879836963/orders/bbb791d21ed01560a05cd0f82ed12447,Direct,2,0,0,0,0,0,0
/77879836963/orders/bbfe082a28ebf87d651359b30467b4e3,Paid Search,2,1,0,0,0,0,0
/77879836963/orders/bc10b9fc7ec6ebc547a84ff7d266fe86,Direct,2,1,1,4,0,0,0
/77879836963/orders/bc2f2c5723a876269f9b3bf706fd0c5f,Organic Search,2,0,0,0,0,0,0
/77879836963/orders/bc4776dc4cc69766567388af3428be1a,Direct,2,2,2,3.5,0,0,0
/77879836963/orders/bc9ca34133112936c44af1d05501b29e,Direct,2,1,0,0,0,0,0
/77879836963/orders/bcd8c0aa8581451a66bab5472f1950ec,Direct,2,1,1,0,0,0,0
/77879836963/orders/bcdbf32c43af4c0a92e778e5eea2c858,Direct,2,1,1,28,0,0,0
/77879836963/orders/bd1e4c67f7a628a2caea5964e8ee713c,Paid Search,2,1,0,2.5,0,0,0
/77879836963/orders/bd24bb0b3e7d238099344ac13172c318,Direct,2,1,0,10,0,0,0
/77879836963/orders/bd4136b6b76ea731a342039a70bae2d4,Paid Shopping,2,1,0,8,0,0,0
/77879836963/orders/bd898cee15018164ae7afb737a266ee1,Direct,2,1,1,0,0,0,0
/77879836963/orders/be198fa3ae51bad9e927bd27489b4d84,Direct,2,1,1,0,0,0,0
/77879836963/orders/be5d3d1dd3f9278a104c87b0ce413a40,Referral,2,0,0,0,0,0,0
/77879836963/orders/be7546ddd121420da24542dba3b471ce,Direct,2,1,0,0,0,0,0
/77879836963/orders/bec220c31fae85fdffd007d50240318d,Direct,2,2,2,57,1,254,0.5
/77879836963/orders/becbfc3b3d7a5f99599e7de4753f6fa5,Direct,2,2,2,3,0,0,0
/77879836963/orders/bee86d13e1c3c76d25fb3a0f4f102559,Direct,2,1,0,6.5,0,0,0
/77879836963/orders/bfce2df2a7ec4fe4e03cca159177d36a,Direct,2,2,2,5,0,0,0
/77879836963/orders/bfe380fc283f62c5bba650642355e5e5,Paid Shopping,2,1,0,3.5,0,0,0
/77879836963/orders/bffa878dd0e6c84c8ac1fe442c875fad,Direct,2,2,2,0,0,0,0
/77879836963/orders/c0775ad3e45789dbe069a3f20d9f35c6,Cross-network,2,1,0,0,0,0,0
/77879836963/orders/c18a2e06ad86bfa16ce40123abed4727,Paid Search,2,0,0,0,0,0,0
/77879836963/orders/c1a4d916de0298745f63a6fe237efe23,Direct,2,1,1,40,0,0,0
/77879836963/orders/c1ae92d6109bdb2817bd32577aabfb8c,Direct,2,1,1,0,0,0,0
/77879836963/orders/c2468345583d6d859c8cc9c23bfc1dc9,Unassigned,2,1,0,0,0,0,0
/77879836963/orders/c2728758e6b1e46f5d0d9718a51ef42d,Direct,2,0,0,0,0,0,0
/77879836963/orders/c2e19aca649d7cdb1224f8e2541fdcdf,Direct,2,1,1,39,0,0,0
/77879836963/orders/c2ec0d4f37cafcbc1fa5d061c57c1002,Direct,2,1,1,0,0,0,0
/77879836963/orders/c2fb0a5a8989c0ecfabc8fc7741c3435,Direct,2,1,0,4.5,0,0,0
/77879836963/orders/c30161281e0ef3c3fbf15c0fd6977621,Direct,2,2,1,8.5,0,0,0
/77879836963/orders/c365e2625cb9461e8911d4570e28d0f3,Direct,2,2,2,0,0,0,0
/77879836963/orders/c3be1b126b7ef3bfd3dcd042ff27534b,Direct,2,1,0,2.5,0,0,0
/77879836963/orders/c3ec9b08b5110bb1ecc3e70df0a61986,Direct,2,1,0,6,0,0,0
/77879836963/orders/c4a7b0ceadbf5bd549de656c45d96da9,Referral,2,1,0,2,0,0,0
/77879836963/orders/c4ccbf78d55ba6bfbe76be9ec758959b,Direct,2,1,1,9.5,0,0,0
/77879836963/orders/c4f2188916bce45101c508c4c577cee2,Direct,2,1,1,0,0,0,0
/77879836963/orders/c50a0736df6c11b8e2619e8ec8496324,Direct,2,1,0,0,0,0,0
/77879836963/orders/c5dd2809de6271021d92dddfef3051f0,Direct,2,2,2,14.5,0,0,0
/77879836963/orders/c606637bfba7ba4ee98b7a1969630b54,Paid Search,2,1,0,0,0,0,0
/77879836963/orders/c610c7215d96a16a237ff52ae3f6ceef,Referral,2,0,0,0,0,0,0
/77879836963/orders/c7105fec90349bd94d29931a46d24a7f,Direct,2,1,1,0,0,0,0
/77879836963/orders/c724bf7719c945677b845c9bba63961f,Paid Search,2,1,0,0,0,0,0
/77879836963/orders/c7713539bb2e9770b38da66ed85c737e,Paid Search,2,0,0,0,0,0,0
/77879836963/orders/c7a2931460dab922ee443fa2bc3bb84e,Paid Shopping,2,1,0,8.5,0,0,0
/77879836963/orders/c846acc0ce10adc0a0c7008a57d8212e,Direct,2,0,0,0,0,0,0
/77879836963/orders/c8a2c1ddadcdaa30333c6b13d6a2a32f,Paid Shopping,2,1,0,5.5,0,0,0
/77879836963/orders/c8b28d60e69b806e7b40fae538c7b119,Direct,2,2,2,27,0,0,0
/77879836963/orders/c97e3c0c7028086ce0c3ed7e58ead850,Direct,2,2,2,0,0,0,0
/77879836963/orders/c97e3c0c7028086ce0c3ed7e58ead850,Paid Search,2,1,0,0,0,0,0
/77879836963/orders/c97fb26d21b7b094bfa28b5d54aa89c6,Paid Shopping,2,1,0,11.5,0,0,0
/77879836963/orders/c9e210f08f75b313ee8c1cd11a2de3e7,Direct,2,1,1,17,0,0,0
/77879836963/orders/c9efef4e8646fe03ae1c8e162f820f15,Direct,2,1,0,1.5,0,0,0
/77879836963/orders/ca2164adb014ce90dd059abde9643c7a,Direct,2,2,2,77,0,0,0
/77879836963/orders/ca31b98244752d23047194898b148e10,Direct,2,2,2,36.5,1,129,0.5
/77879836963/orders/ca3b5172d3fc1a65c026f844b0911641,Direct,2,1,1,3,0,0,0
/77879836963/orders/ca3fc83eb4f19f508e46eddbd337ea95,Direct,2,1,0,0,0,0,0
/77879836963/orders/ca5ce574c2fbcc4698036f29c29181de,Direct,2,0,0,0,0,0,0
/77879836963/orders/ca650717b9a247bdc55682d022ca36e7,Direct,2,1,1,3,0,0,0
/77879836963/orders/ca937769409dd3f0c8a2be0f59a8b371,Paid Social,2,0,0,0,0,0,0
/77879836963/orders/cabde59ec66bae82250895aac47d3d14,Direct,2,2,2,348.5,0,0,0
/77879836963/orders/cac150f2daac9780ac204b3e662b68ac,Paid Search,2,1,0,0,0,0,0
/77879836963/orders/cadfe32b5a2ecd8d45953550e64c08f4,Direct,2,2,2,0,0,0,0
/77879836963/orders/caf6993668b23a5f624c9efe725eb7f1,Referral,2,1,0,3,0,0,0
/77879836963/orders/cb3ec878fcf5ca1e9cb977df6071bbc2,Direct,2,2,2,10.5,0,0,0
/77879836963/orders/cb68586ab10e290bd8510b25d564a786,Direct,2,1,0,20,0,0,0
/77879836963/orders/cb8af9a473fc34648517afc871aa4da8,Direct,2,2,2,1,0,0,0
/77879836963/orders/cbf70060ab833523ae0994607674fa13,Organic Search,2,1,0,5,0,0,0
/77879836963/orders/cbf902b6b209d415d42d2038b69f49d5,Paid Search,2,1,0,5,0,0,0
/77879836963/orders/cc42541fec95502f2e6ce24995bc36e6,Direct,2,2,2,0,0,0,0
/77879836963/orders/cc91e504ff16377397659a49b081e5f7,Direct,2,0,0,0,0,0,0
/77879836963/orders/ccb7c4e865c876c73adbefd171244ee4,Direct,2,1,1,41.5,0,0,0
/77879836963/orders/cd2de4edb99157351e2f615c65e4d00f,Direct,2,1,1,10.5,0,0,0
/77879836963/orders/cd372e4df38c4f3df91dce6dee5a5ed2,Direct,2,0,0,0,0,0,0
/77879836963/orders/cd956919fd46875d8d57f5fda7c96e60,Direct,2,1,1,2.5,0,0,0
/77879836963/orders/cdc25bd09ca2bac32697d1d259f99124,Direct,2,1,1,0,0,0,0
/77879836963/orders/cdf8cb0d758fc511e5a3f652c45d42bc,Organic Search,2,0,0,0,0,0,0
/77879836963/orders/cefd0ce68b7da7c371908cba991fd90a,Direct,2,1,0,0,0,0,0
/77879836963/orders/cf2743ffb2401772f0850e2f67bfcdeb,Direct,2,2,2,3,0,0,0
/77879836963/orders/cf3efd127cc3c9a6657fa4088b224c69,Direct,2,1,0,51,0,0,0
/77879836963/orders/cf68f8221782644e0cf01e34535990dc,Paid Search,2,1,0,0,0,0,0
/77879836963/orders/cf9b0359f705589e641ea71292b4987a,Direct,2,2,2,5.5,0,0,0
/77879836963/orders/cfc397c6797cb844870c4aeceb51cd32,Direct,2,1,0,1,0,0,0
/77879836963/orders/cfec1ea0f821b52879f4fecd061c3a17,Paid Search,2,1,0,2.5,0,0,0
/77879836963/orders/d0b288eef23575d5a1d7a444680c1810,Direct,2,1,1,1.5,0,0,0
/77879836963/orders/d0d03487c06bb292e940be16e8330487,Organic Search,2,1,0,0,0,0,0
/77879836963/orders/d11c1b17c44bde3d12d47dfa65f190ea,Paid Search,2,1,0,2,0,0,0
/77879836963/orders/d16056e3f3c2f14c0349234450f45150,Paid Search,2,1,0,0,0,0,0
/77879836963/orders/d17ef40fe8115ace08941909b852d6f3,Organic Search,2,1,0,0,0,0,0
/77879836963/orders/d18e65540a7ccf453a6ebd32a4ad749f,Organic Search,2,1,0,6,0,0,0
/77879836963/orders/d1b42611f1ca403e45d1fbeb62fee66f,Paid Shopping,2,1,0,43.5,0,0,0
/77879836963/orders/d1c7671e01efed862ae26f68abd425f6,Direct,2,2,2,32.5,0,0,0
/77879836963/orders/d1cc80ce9d507e4266f529511952d788,Direct,2,1,0,51.5,1,129,0.5
/77879836963/orders/d21720f66f01ef369dc914e53ca6e956,Paid Search,2,1,0,0,0,0,0
/77879836963/orders/d260bed5e0f087881bde2d5ed9c9c2ab,Paid Search,2,1,0,0,0,0,0
/77879836963/orders/d2aacec87e92941b9188660759ccc059,Paid Search,2,0,0,0,0,0,0
/77879836963/orders/d2fa72f000d447485e81c0d2e1699b38,Direct,2,1,0,0,0,0,0
/77879836963/orders/d30669e966199cc10474c66db6ba010b,Direct,2,2,2,0,0,0,0
/77879836963/orders/d33e340436ec09fbdcdc0e9c9f010265,Paid Search,2,1,0,44,0,0,0
/77879836963/orders/d38a91eae48d850e92498169c55387f0,Direct,2,1,0,10,0,0,0
/77879836963/orders/d3abfad8aaab64a44643f9b5d8d40987,Paid Shopping,2,1,0,0,0,0,0
/77879836963/orders/d415fca56ae21a57306fbcbec52d0638,Organic Search,2,1,0,10,0,0,0
/77879836963/orders/d526d54eb8015624dffe2d103f6afa9a,Direct,2,2,2,8.5,0,0,0
/77879836963/orders/d53b0db7ba035657712720f18e777e9a,Direct,2,2,2,5,0,0,0
/77879836963/orders/d58c38c90cbd49017d154114a2e9e0f7,Direct,2,0,0,0,0,0,0
/77879836963/orders/d5ae6f1645c16dea429f95bfb89a6b66,Organic Search,2,1,0,0,0,0,0
/77879836963/orders/d5f643542f2798e5a772feb2eda3e097,Direct,2,1,1,0,0,0,0
/77879836963/orders/d5fea4480090a6221bc75446da32f930,Direct,2,1,0,1,0,0,0
/77879836963/orders/d6a22b05ed1a326b4547eb50aed98abb,Direct,2,2,2,90,2,268,1
/77879836963/orders/d6a29da86615fe3dbd787143c8859927,Organic Search,2,1,0,4,0,0,0
