# ----------------------------------------
# Landing page: Landing page
# Account: Harpar Grace International
# Property: Revitalash GA4 (LIVE)
# ----------------------------------------
# 
# All Users
# Start date: 20240330
# End date: 20250330
Landing page,Session default channel group,Sessions,Active users,New users,Average engagement time per session,Key events,Total revenue,Session key event rate
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjJSSkczVlBRNTI4VllFMzM4VlpaUDJK/information,Direct,1,1,1,214,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjJWRERHVjJHVkZQUkZZWTlDUFRDUjJB/information,Direct,1,1,1,219,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjJZMURRUFJUQ0ZNNDZCWlRIVkVFWFFK/information,Direct,1,1,1,211,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjM0VDVHU0s5QTdBQ1c5S1ZNNDNLUzJI/information,Direct,1,1,1,220,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjM2Rk02Q0swRTRIN0FXRFk3UkpWMDZQ/information,Direct,1,1,0,24,1,185,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjMzNjMxMDNaMkpKUkJXWjZNVzJFR05K/information,Direct,1,1,1,216,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjNBTVZKSzc4QzUxU0tHUldWQU1RM1JZ/information,Direct,1,1,1,217,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjNDUzExRFo5WDZGS1hDUEtIMjU4RzFB/information,Direct,1,1,1,12,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjNDVjVCUUE2RUpUOTkzTTVFQk0zR0RD/information,Direct,1,1,1,220,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjNGNEFUOUMzWVpENUJLV1lLSDlEVzcz/information,Direct,1,1,1,215,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjNIUFNERzZXTTBOOTNKREQyMkoyRkM5/information,Direct,1,1,1,216,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjNLUUhaR1ExUUNDWDVFUEdOSDlHOTg4/shipping,Direct,1,1,0,138,1,210.6,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjNNUjMxMzNYOEswSkY2TVo3QVpZU1Q3/information,Organic Search,1,0,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjNONENHS1JKRDBUU0FXNzZENkhaNlo5/information,Direct,1,1,1,214,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjNRUzc0NjczTTg4VE04REZRWjQ4RlJa/information,Direct,1,1,1,221,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjNUMjhBVkFaMDNHWVdDMzdDS0dIWFdS/information,Direct,1,1,1,217,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjNXUlE1WlFWVzE3MFQ0SDVGNk0yOThH,Direct,1,1,0,78,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjRIMVJHQ1RQNDVZVkJUUUFGN0VDRlFY,Organic Search,1,1,0,1,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjU5U1dNNFYxN0RHSFpRQVhEMFcwOEhO,Direct,1,1,1,13,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjVBMFZHQkJSQ0c5UlRUSlFWOVNFVEM5,Direct,1,1,1,221,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjVFMk5BMURYWjJRMU5CVks3RDAxMTA4,Direct,1,1,1,219,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjVHRFQyNVA5WkRYRlYzS1Q4RUtTVjFE,Direct,1,1,1,198,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjVNM0tHNERZSENEQ0oxNEsxS0RFSk1T,Direct,1,1,1,13,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjVRU0NWRzI2M1pERURBNk1RTkpQWkg4,Direct,1,1,1,218,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjVUODlQRjFXMTBaOVpRMERTM1IwREFa,Direct,1,1,1,220,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjVYNkQzRzk4ODg5M0M5TUVEMzBZSjRW,Direct,1,1,1,218,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjVZS0M4UkVNNVM4MkMxRTAxNjNIOERS,Direct,1,1,1,15,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjVaU0cwM1FEQ1BUMFROSDRONkhCVDVW,Direct,1,1,1,226,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjY0WkE0SkRHQ1AzS1Y1VDJSVDVIMjVN,Direct,1,1,1,216,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjY3SlQ2UlJSU0g2UzFQU1FGVE1OSFo0,Direct,1,1,1,220,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjY3WlQwWFcwVDlZWEIzSkc5NUJOMEYz,Direct,1,1,1,17,1,53.1,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjY3WlRGWTJBRlRBN1cySjdGNERRVzc5,Direct,1,1,1,34,1,103.2,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjY4MU43TVlSUkQ2WDFQVlc4N1ZKUUJU,Direct,1,1,1,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjY4NjZRODVFNlBKOTRFWlJNQ0dQUDFT,Direct,1,1,0,14,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjY4OTdTVDhQNUpRUzAwWkdRWldFMlgx/processing,Direct,1,1,0,240,1,103.2,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjY4UVZOSkZLSzZSUTBaVkozUkdQUlZL,Direct,1,1,1,44,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjY4WFEzS1BOQ0owRDNYUlZEREpBR0VS,Direct,1,1,1,12,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjYyMkNONzRIUUpIWUpZODU2U0I2UUtD,Direct,1,1,1,217,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjZDUkRBTlJIVk5SUlgyMjVBNkc5SEQ2,Direct,1,1,1,217,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjZFVlYyMVRKWkNDUlIyUTVNQTJUQVhH,Direct,1,1,1,217,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjZIUk0wQ0JGUzdZWlhUNlJDN0hRUVkx,Direct,1,1,1,223,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjZLNk45Q01ZM1AxRzJZVlQwVlpKRDEz,Direct,1,1,1,15,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjZLOTlHQUdNMFg3MTlRODVGWkVZODFL,Direct,1,1,1,219,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjZRQzg1OFhTR1czWFNUS1A3S1pHWUVW,Direct,1,1,1,221,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjZTUlFLRjFXQUZBR0QyMEhZTTRIRDY2,Direct,1,1,1,189,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjZXNFhQQUJRUFgxUTRBSzlBVDNCOTRI,Direct,1,1,1,216,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjZYSDlCWERXQk5DNEJOR1M1MTRONkta,Direct,1,1,1,13,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjZZQzBFNEhERUFRWjBQWlRXUEVWSlFH,Direct,1,1,1,216,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjc0OTFaNVFLMUZRS1JaWUc2RzI1UENQ,Direct,1,1,1,417,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjc2MzJLNlRKMlFYWkYzSERHVFRLMlQ0,Direct,1,1,1,219,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjc4VkpHWTQzMEdIQzJLNU1ZNkNFUlRK,Direct,1,1,1,219,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjcxREdLQjBBWVZQVDBaRldUMUZYRDBT,Direct,1,1,1,224,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjczVFM5NjA5N0o1WkUzWlI4M1hYMUVa,Direct,1,1,1,219,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjdBMjFXS1QyRlc1NlJRN0pFSEo1R1RW,Direct,1,1,1,13,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjdCUkc2MkgzVkhKOUdROFRUTjRYSDJE,Direct,1,1,1,217,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjdFN0tDWUVDSlBTOFZTWjJCUlhLR1FL,Direct,1,1,1,198,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjdIMDAzRU5GRDA0SkhCVzY2VldOWlIw,Direct,1,1,1,120,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjdKM045TkdCSEozWEFFU1JIS0tWMTI3,Direct,1,1,1,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjdQMUQwU01SUkhYVDhNWjhFSzdTS1Q4,Direct,1,1,1,108,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjhTVkQ5U0NHTVhISlk2QkJISFJSVENN,Direct,1,1,1,291,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjk2ODUzRlgwWFBKQUhYUjFGRkRIWDRT,Organic Search,1,1,0,17,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjk2OVZIS1I2SFQ5WkFUNkZXNEYwNDJI,Direct,1,0,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjlSMVk3WkRZUU5RN1JaVzBaMUpNUUpH,Direct,1,1,1,4,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjlSS1FSOVRXTU5OMkNRQk5CVk45UTdT,Cross-network,1,1,0,444,1,99,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjlTNUdUNjFKMjRLQ0M0QVZSN1hUSFpX,Direct,1,1,0,51,1,94.5,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjlTNzhFTUhOMUtSVlAwWEdSNEFRV0cw,Organic Search,1,1,0,50,1,185,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjlTUTlOTkNUNDA3OFE1TlZIV1BIMUhO/processing,Direct,1,1,0,82,1,166.5,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjlUTko3OFA3TTRaWUNLWk45SzIzWDZB,Paid Search,1,1,0,37,1,59,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjlUUThQQ0tGRzY1UE0xRDRIODE1UkpS,Referral,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjlXMzVXMFNKQTJGRFZBVlNHOVM3WTVF,Direct,1,1,1,18,1,59,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjlXQUROREcxOTJCSlY4R1BGNE5GU1RC,Organic Search,1,0,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjlYN1BOWDhRQ1gyME0zQUU4WVIwWEdK,Referral,1,1,0,42,1,129,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjlZVEZFMVNaS1MyOU5XOTRaMVEwQUNH,Direct,1,1,1,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjlaNko3RFlWNUo0MFg5NjcwWFRURUhG,Paid Search,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjlaVDZaM1NNN0Q5V1ZINVdHRFA4WUFD,Organic Search,1,1,0,55,1,134.1,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSjlaVFJCUFRXRTZFVk1WUEdSQ1lRUzlQ,Paid Search,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkE0MDcwVDU0MFA5NkQwQURINTQ5WlBB,Direct,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkE1MzVZS1QyRU5ESldLMlRXWkVQM0Ra,Direct,1,1,0,47,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkE1MzVZS1QyRU5ESldLMlRXWkVQM0Ra/processing,Direct,1,1,0,0,1,116.1,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkE1TTY3SjY1R0RIMkhQNjZZM0dSWDU2,Direct,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkE2QjIxWE5IMVk2QVlGUlMwWTEwVjUw,Cross-network,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkE2REhKRFo1MTU5TVNQU0FERzNFMkJD,Paid Shopping,1,1,0,109,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkE3RTZYWTY3WFdOU1A5TjNLODg4U0JK,Direct,1,1,1,72,1,17.1,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkE3UTJUU0VTWEs1VFFOSDdWR1NXSEQw,Direct,1,1,1,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkE3UTJUU0VTWEs1VFFOSDdWR1NXSEQw,Organic Search,1,1,0,15,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkE4WkpaNzBHQTU3SzhOODBYRkJGRTZX,Direct,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkE5MUtNMTM5WEFIRDVWNDBGVFhUN0NZ,Direct,1,1,0,592,1,53.1,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkEwNjQzVjQ0S1hUNjJOSjFHU0RCVko3,Direct,1,1,0,73,1,105,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkEwRUU3WEhXR0RHVjRUNE1XMkZNVkQz,Direct,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkEwSDgxU0ZHMU5WM1c4SlQ3WjFHQTJS,Paid Shopping,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkEwSEo5VzFTNFFEUlRRNkY5VkdQRjlT,Referral,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkEwVzVGWjBUWEE2NVM5WjdYR1RQS0ZT,Direct,1,1,1,253,1,59,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkEwVzVGWjBUWEE2NVM5WjdYR1RQS0ZT,Organic Search,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkEwWVRHU0hTM1pZQkZBQTJGUDk1MUFO,Paid Shopping,1,1,0,9,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkExMzNCQTdYNFZZTkU3TUpQQVMzMjRC,Paid Search,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkExOUNaWVNTWEQyRTJZUFFDUTgwWllN,Direct,1,1,1,2,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkExQlc0U1RKMFpZNUJDV0FBTVMwS01R,Direct,1,1,1,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkEyOUE5M0MwQjJGV1FQR05CNkNRRU44,Referral,1,1,0,2,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkEyRjJYNDVOQTFWVFlLSjNWWlkwNlhT,Direct,1,1,1,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkEzWEZZN0pDWlQ5RU5DQkswM1kwV04x,Organic Search,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFCME1EU1FQVlY5SjZKN1BIVk1aN1k2,Direct,1,1,1,28,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFCNkMzSlQ1OURWWFhBME00NDhGWldE,Organic Search,1,1,0,128,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFDS01ESEVFVDVHNjRNMzJDTUJINTY1,Direct,1,1,1,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFDUE5RNVFKV0YySjZZUThETkVDSEsx,Direct,1,1,1,73,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFDUFMzRFdDNVA3TkZGRFlEM0ZETVdR,Direct,1,1,1,71,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFEMERRUDFESkc3V0swTjM2ODIyUzFR,Organic Search,1,1,0,184,1,89.1,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFERjJDRk5OOEc3U1lKVFBGUzlLRlJT,Paid Search,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFFNFJNMDQwUFdRUEZUV0I4WjFGTktO,Organic Search,1,1,0,99,1,116.1,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFFNVdNM1BBOUowTVBTRVpaUlZIWk1G,Unassigned,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFFV1NBMkZRR0Q4Tko4SjY0QTNFRUUy,Direct,1,1,1,168,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFFV1pCRURGSlhRM0VCWUtXMzIzU1A3,Direct,1,1,1,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFGUloyUzlZNlY1Sk04QlJES1YzMU1U,Organic Search,1,1,0,36,1,59,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFHVFhCMzVSNDQyNzgxTkdBWENBU1oy,Direct,1,1,1,74,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFHVzEzS1BNUk45Vlg5UVJBM0VUWlNH,Referral,1,0,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFKTjM1NDUwMkhZNUI1UlBLQkpSOFpL,Direct,1,1,1,186,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFKTjlRM0JWTTg4QzgzWFQ0WFBNWkpB,Direct,1,1,1,185,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFLNVZTQTM2SzVKNUs1NlQ4MTVBR0g4,Paid Search,1,0,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFNQkJZS1ZCV1NQU05UWVM0UFM0TlBF,Direct,1,1,1,89,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFNQkZDRUFKNVhZQkc1WjY1NlA4REdD,Direct,1,1,1,90,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFNV1lOQ0ZKTlRFUzZLVlgzSFo4MlFK,Organic Search,1,1,0,4,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFOMVlYSFQyNzZRWlAxQzk1VkFRVDZQ,Cross-network,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFOMVlYSFQyNzZRWlAxQzk1VkFRVDZQ,Direct,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFORkYwWFpFTUM2UFZYMTMyVjhOM0c2,Paid Search,1,1,0,199,1,116.1,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFRNVBZTjdBMDkxWUczQ0dSNjQzMVZR,Direct,1,1,1,84,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFRQ0pBTkZSUU5WTUJZOVQyNEUxWDQ5,Direct,1,1,1,159,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFRQ1IxRVRFUEgwMTk5UTgyQlJKWkdX,Direct,1,1,1,156,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFRSk0xWkEzU1M2QzVFWEZNSDlGVzdF,Direct,1,1,1,28,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFRUzBLQU0wTVhUUkVNUldKRUEzWDNT/stock-problems,Referral,1,0,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFRVEo3S0FOMVZTM04xU0dFUFhGQjg1,Direct,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFSMFNZV05XM0E2N1hQWFQwNDNNNlFR,Direct,1,1,0,31,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFSMFNZV05XM0E2N1hQWFQwNDNNNlFR,Organic Search,1,1,0,31,1,59,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFSNFBNQ0dNNVc0N1FKUVBEOTRHRUtH,Direct,1,0,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFTRlJZNU5HTkc5NkpLV042NlozWVlB,Direct,1,1,1,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFTRlJZNU5HTkc5NkpLV042NlozWVlB,Organic Search,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFTTlBLR0NXMzUzM1JRNlkxVFRTWDdI,Direct,1,1,0,8,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFTWEtSOUpSSjY1WTQ4R1pLUlpSRlMz,Cross-network,1,1,0,127,1,53.1,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFUMVhERENGODBRNVRFMzhBRDVZSEFL,Direct,1,1,1,233,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFUQVJQUERSWVBIWUFFMVRUSkZEWlhR,Referral,1,1,0,12,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFUU0tCR1BGTUo1SjBYQTdYVFY5UEFS,Organic Search,1,0,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFUVlBGOTQxMDJYQkNWQTIzN0tBQ0pa,Referral,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFUWVM4UEVFV1RNMkVZUDYyVlJLNlZO/thank-you,Paid Shopping,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFUWlJEV1dFTkdCMUZaS0Y0MVMyWE5S/thank-you,Referral,1,1,0,39,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFWUFJUU0JLOEJGOFdCWDI1U04xMDdR,Organic Search,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFXN0IxS0IzQ1RWVkNIS1dLVjU4NDBO,Direct,1,1,1,223,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFXRU5XU1ZUQzBaVkc2VzNNVDBZUzZX,Organic Search,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFXRVRFVDgzVkNUR0pGUTRUWU1ZTUta,Direct,1,1,1,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFYNkJCUjcwQThOVDVIR0RHVkMwS0dC,Paid Search,1,1,0,82,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFYSFFURFlZSENKRUQ1Mko5VjJDMVhI,Paid Shopping,1,0,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkFZWjJLUDdXTVBaMkJBMTlCWUpLRDY3,Direct,1,1,1,34,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkI0VlRHSDdaMjFLMTgzRzk3MlZTSkNR,Paid Shopping,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkI1QkowNURRMlBUMEdQTVpaS0o4RDZZ,Direct,1,1,0,180,1,194.6,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkI1SFoxUFFZWEFIVEM1UTkwOTFCS1dN,Referral,1,1,0,43,1,79.2,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkI2OVlKQjlBTVgzWUVRTVpCQ0NIQThT,Direct,1,1,1,121,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkI2UjJUN1lEMTkwRUEwWkRYWlhCUVdC,Direct,1,1,1,1,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkI3QTJQVDBFVEE2WUFYRVhHTTVKRTBT,Direct,1,1,0,48,1,116.1,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkI5M01GVDg3S0pNN0M2UzY5NkI3NjU5,Referral,1,1,0,22,1,59,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkI5RzVTTkNKV1BRNDJBRDYyWkRETUdX,Direct,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkI5UDU2SDBBNTFER1Y0UTc0V0pFWDRN,Organic Search,1,1,0,61,1,129,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkJBSlo5UUg1TkpHUDcyMFI5RzJIRjZF,Organic Search,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkJBSzdZNFNWQkdNVFM1UTVCU05BRlJL,Direct,1,1,1,107,1,129,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkJDMDlKSlI1WDQ2NFM3NVo5RlY1NVhC,Direct,1,0,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkJDNjRFM1NGVFFaOFhKUVg4Q1I5UFY2,Direct,1,1,1,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkJDTjJCMTFSR1cyMlZYNE5FQTg3NEtW,Direct,1,1,1,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkJETktBU1dXUk5LSEc1U0JBUzlWUUdI,Direct,1,1,0,2106,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkJFWjBBN0Y1VlMzRTZKNUNCOEc5MEcx,Referral,1,1,0,8,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkJGMFgzQVJRNlpFNUtaMzJNVDVUU0I2/processing,Paid Search,1,1,0,9,1,265,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkJHWTRHNjZDMzIyMFo0VlgwR1pHVFNU,Direct,1,1,1,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkJINjBYM1E0UlNSSkZGWE5ZQkJFWDFD,Direct,1,1,1,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkJIUzFERjY2UFhaWjhBMEU2TjQ2WjNN,Direct,1,1,0,0,0,0,0
